original_affiliation,new_affiliation,move_to_other_affiliation?
"Cancer Prevention Fellowship Program, Center for Cancer Training; National Cancer Institute; Rockville; MD; USA",n/a,True
Ferkauf Graduate School of Psychology; Yeshiva University; New York; NY; USA,n/a,True
Mount Sinai School of Medicine; New York; NY; USA,n/a,True
College of Nursing; Michigan State University; East Lansing; MI; USA,n/a,True
Department of Biostatistics; Indiana University School of Medicine; Indianapolis; IN; USA,n/a,True
Department of Medicine; Indiana University School of Medicine; Indianapolis; IN; USA,n/a,True
Department of Psychiatry and Behavioral Sciences; Memorial Sloan-Kettering Cancer Center; New York; NY; USA,n/a,True
Department of Psychology; Indiana University-Purdue University Indianapolis; Indianapolis; IN; USA,n/a,True
Department of Radiation Oncology; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,Department of Radiation Oncology,False
Department of Surgery; Indiana University School of Medicine; Indianapolis; IN; USA,n/a,True
Indiana University School of Nursing; Indianapolis; IN; USA,n/a,True
Department of Psychiatry; Columbia University College of Physicians and Surgeons; New York; New York; USA,n/a,True
Division of Cognitive Neuroscience; New York State Psychiatric Institute; New York; New York; USA,n/a,True
Department of Psychiatry; University of North Carolina at Chapel Hill; Chapel Hill North Carolina USA,Department of Psychiatry,False
School of Nursing Carrington Hall; The University of North Carolina at Chapel Hill; Chapel Hill; North Carolina,School of Nursing,False
School of Nursing; University of North Carolina at Greensboro; Greensboro; North Carolina,n/a,True
The University of North Carolina at Chapel Hill School of Nursing; Chapel Hill; North Carolina,School of Nursing,False
"The University of North Carolina at Chapel Hill, School of Exercise and Sport Science; Chapel Hill; North Carolina",Department of Exercise and Sport Science,False
" Department of Health Policy and Administration, School of Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Health Policy and Management,False
" Immunization Bureau, Houston Department of Health and Human Services, Houston, TX; at the time of this study, Mr. Setzer was an MSPH student at the University of North Carolina at Chapel Hill",n/a,True
" Epidemiology Section, North Carolina Division of Public Health, Raleigh, NC",n/a,True
" North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, Chapel Hill, NC",North Carolina Institute for Public Health,False
" Northeastern North Carolina Partnership for Public Health, Elizabeth City, NC",n/a,True
" Department of Biostatistics, School of Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Biostatistics,False
" Division of Infectious Diseases, Department of Medicine, University of North Carolina School of Medicine, Chapel Hill, NC",Division of Infectious Diseases,False
" Behavioral and Clinical Surveillance Branch, Division of HIV/AIDS Prevention, Centers for Disease Control and Prevention, Atlanta [at the time of this study, Dr. Sullivan was with the HIV Vaccine Trials Network, Fred Hutchinson Cancer Research Center, Seattle, WA]",n/a,True
" Department of Biostatistics, School of Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC [at the time of this study, Dr. Hudgens was with the Statistical Center for HIV and AIDS Research and Prevention, Fred Hutchinson Cancer Research Center, Seattle, WA]",Department of Biostatistics,False
" HIV Vaccine Trials Network, Fred Hutchinson Cancer Research Center, Seattle, WA",n/a,True
" New York Blood Center, New York, NY",n/a,True
" Novartis Pharma AG, Basel, Switzerland [at the time of this study, Mr. diTommaso was with the Statistical Center for HIV and AIDS Research and Prevention, Fred Hutchinson Cancer Research Center, Seattle, WA]",n/a,True
" Public Health Prevention Service, Epidemiology Program Office, Centers for Disease Control and Prevention, Atlanta, GA [at the time of this study, Ms. Katzman was assigned to the HIV Vaccine Trials Network, Fred Hutchinson Cancer Research Center, Seattle, WA]",n/a,True
" Department of Epidemiology, North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, University of North Carolina at Chapel Hill, School of Public Health, Chapel Hill, NC",North Carolina Institute for Public Health|Department of Epidemiology,False
" American Cancer Society, Austin, TX",n/a,True
" Department of Community and Family Medicine, Dartmouth Medical School, Lebanon, NH",n/a,True
" Division of Reproductive Health, Centers for Disease Control and Prevention, Atlanta, GA",n/a,True
" Rocky Mountain Health Plans, Grand Junction, CO",n/a,True
" Rollins School of Public Health, Emory University, Atlanta, GA",n/a,True
" School of Business, University of Houston Clear Lake, Houston, TX [At the time of this study, Dr. Ayadi was a Health Economist with the Division of Reproductive Health, Centers for Disease Control and Prevention, Atlanta, GA.]",n/a,True
" Smoke-Free Families National Dissemination Office, Cecil G. Sheps Center for Health Services Research, University of North Carolina, Chapel Hill, NC",Cecil G. Sheps Center for Health Services Research,False
" Department of Health Behavior and Health Education, School of Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Health Behavior,False
" Department of Health Education and Behavioral Science, University of Medicine and Dentistry of New Jersey School of Public Health, Newark, NJ",n/a,True
" Department of Health Behavior and Health Education, School of Public Health, University of North Carolina, Chapel Hill, NC; Institute for Health Research and Policy, University of Illinois, Chicago, IL; and Departmento de Investigacion sobre Tabaco, Instituto Nacional de Salud Pública, Cuernavaca, Morelos, Mexico (current affiliation: Department of Health Promotion, Education, and Behavior, Arnold School of Public Health, University of South Carolina, Columbia, SC)",n/a,True
" Department of Nutrition, School of Public Health, University of North Carolina, Chapel Hill, NC",Department of Nutrition,False
" Epidemiology Section, Division of Public Health, North Carolina Department of Health and Human Services, Raleigh, NC",n/a,True
" North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, University of North Carolina School of Public Health, Chapel Hill, NC",North Carolina Institute for Public Health,False
" Cecil G. Sheps Center for Health Services Research and School of Medicine, University of North Carolina, Chapel Hill, NC",Cecil G. Sheps Center for Health Services Research|School of Medicine,False
" The Institute for Health, Social, and Community Research, Shaw University, Raleigh, NC",n/a,True
" Department of Epidemiology and North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, The University of North Carolina School of Public Health, Chapel Hill, NC",Department of Epidemiology|North Carolina Institute for Public Health,False
" General Communicable Disease Control Branch, Epidemiology Section, North Carolina Division of Public Health, North Carolina Department of Health and Human Services, Raleigh, NC",n/a,True
" North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, The University of North Carolina School of Public Health, Chapel Hill, NC",North Carolina Institute for Public Health,False
" North Carolina Institute for Public Health, The University of North Carolina School of Public Health, Chapel Hill, NC",North Carolina Institute for Public Health,False
" Bureau of STD Control, New York State Department of Health, Albany, NY",n/a,True
" Departments of Medicine and Public Health Sciences, Penn State Hershey College of Medicine, Hershey PA",n/a,True
" Division of Family Health, Office of the Medical Director, New York State Department of Health, Albany, NY",n/a,True
" University at Albany, State University of New York, Rensselaer, NY",n/a,True
" University of North Carolina at Chapel Hill, Chapel Hill, NC",University of North Carolina at Chapel Hill,False
" Department of Epidemiology, Gillings School of Global Public Health, The University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Epidemiology,False
" North Carolina Center for Public Health Preparedness, North Carolina Institute for Public Health, Gillings School of Global Public Health, The University of North Carolina at Chapel Hill, Chapel Hill, NC",North Carolina Institute for Public Health,False
" AIDS Care Services, Winston-Salem, NC",n/a,True
" Department of Counseling/Human Organizational Studies, The George Washington University, Washington, DC",n/a,True
" Department of Health Behavior and Health Education, University of North Carolina School of Public Health, Chapel Hill, NC",Department of Health Behavior,False
" Department of Internal Medicine, Wake Forest University School of Medicine, Winston-Salem, NC",n/a,True
" Department of Social Sciences and Health Policy, Division of Public Health Sciences, Wake Forest University School of Medicine, Winston-Salem, NC",n/a,True
" Triad Health Project, Greensboro, NC",n/a,True
" Office of Public Health Preparedness and Response, Centers for Disease Control and Prevention, Atlanta, GA",n/a,True
" Office of Public Health Preparedness and Response, Epidemiology Section, North Carolina Division of Public Health, North Carolina Department of Health and Human Services, Raleigh, NC",n/a,True
" University of North Carolina at Chapel Hill, Gillings School of Global Public Health, Chapel Hill, NC",Gillings School of Global Public Health,False
" University of North Carolina at Chapel Hill, School of Medicine, Chapel Hill, NC",School of Medicine,False
" Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, NC",Department of Epidemiology,False
" Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, MA",n/a,True
" University of North Carolina at Chapel Hill, Gillings School of Global Public Health, Department of Maternal and Child Health, Chapel Hill, NC",Department of Maternal and Child Health,False
" Emory University, Rollins School of Public Health, Department of Behavioral Sciences and Health Education, Atlanta, GA",n/a,True
" Georgetown University, Department of International Health, Washington, DC",n/a,True
" The University of Texas Health Science Center at Houston, Houston, TX",n/a,True
" University of North Carolina, School of Public Health, Chapel Hill, NC",Gillings School of Global Public Health,False
" Centers for Disease Control and Prevention, Office of Public Health Preparedness and Response, Atlanta, GA",n/a,True
" The University of North Carolina at Chapel Hill, Department of Emergency Medicine, Chapel Hill, NC",Department of Emergency Medicine,False
" The University of North Carolina at Chapel Hill, Gillings School of Global Public Health, Institute for Public Health, Chapel Hill, NC",North Carolina Institute for Public Health,False
" The University of North Carolina at Chapel Hill, School for Information and Library Science, Chapel Hill, NC",School of Information and Library Science,False
" Laurentian University, Centre for Research in Human Development, Sudbury, Ontario",n/a,True
" The University of North Carolina at Chapel Hill, Injury Prevention Research Center, Chapel Hill, NC",Injury Prevention Research Center,False
